CPU,Memory,Committed VM,Free Physical Mem,Load Avg,Total Swap,Free swap,used swap,No of Read,Read Bytes,No of Writes,Write Bytes,Total disk space,Used disk space,Free disk space,File count,Total thread count,Daemon thread count,Peak thread count,Running thread count,Rx-bytes,RX-dropped,Rx-error,Rx-frames,Rx-overruns,Rx-packets,Speed,TX-Bytes,TX-Carrier,TX-Collisions,TX-Dropped,TX-Errors,TX-Overruns,TX-Packets
6,76,5447,1876,0.11,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613411808,0,0,0,0,453967,-1,35184262,0,0,0,0,0,278049
6,75,5447,1894,0.26,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613411808,0,0,0,0,453967,-1,35184262,0,0,0,0,0,278049
7,75,5447,1914,0.24,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613411808,0,0,0,0,453967,-1,35184262,0,0,0,0,0,278049
6,75,5447,1892,0.46,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613411808,0,0,0,0,453967,-1,35184262,0,0,0,0,0,278049
6,75,5447,1896,0.42,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613411808,0,0,0,0,453967,-1,35184262,0,0,0,0,0,278049
6,75,5447,1916,0.39,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613411808,0,0,0,0,453967,-1,35184262,0,0,0,0,0,278049
6,75,5447,1911,0.36,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613411808,0,0,0,0,453967,-1,35184262,0,0,0,0,0,278049
6,75,5447,1890,0.33,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613411808,0,0,0,0,453967,-1,35184262,0,0,0,0,0,278049
6,75,5447,1906,0.3,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613411808,0,0,0,0,453967,-1,35184262,0,0,0,0,0,278049
6,75,5447,1909,0.28,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613411808,0,0,0,0,453967,-1,35184262,0,0,0,0,0,278049
6,76,5447,1881,0.26,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613411808,0,0,0,0,453967,-1,35184262,0,0,0,0,0,278049
6,76,5447,1873,0.23,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613411808,0,0,0,0,453967,-1,35184262,0,0,0,0,0,278049
6,75,5447,1905,0.22,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613411808,0,0,0,0,453967,-1,35184262,0,0,0,0,0,278049
6,75,5447,1922,0.28,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613411808,0,0,0,0,453967,-1,35184262,0,0,0,0,0,278049
7,75,5447,1904,0.26,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613411808,0,0,0,0,453967,-1,35184262,0,0,0,0,0,278049
6,76,5447,1877,0.24,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
6,75,5447,1897,0.22,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
6,75,5447,1918,0.36,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
6,75,5447,1911,0.33,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
6,75,5447,1889,0.3,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
6,75,5447,1899,0.36,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
6,75,5447,1926,0.33,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
6,75,5447,1902,0.3,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
6,75,5447,1905,0.28,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
5,75,5447,1917,0.26,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
6,75,5447,1888,0.24,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
7,76,5447,1847,0.22,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
6,76,5447,1865,0.2,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
6,75,5447,1885,0.18,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
6,75,5447,1904,0.17,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
6,75,5447,1924,0.15,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
6,75,5447,1897,0.14,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
6,75,5447,1886,0.13,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
7,75,5447,1896,0.12,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
6,75,5447,1915,0.35,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
7,75,5447,1882,0.4,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
6,76,5447,1876,0.37,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
6,75,5447,1910,0.34,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412354,0,0,0,0,453973,-1,35184897,0,0,0,0,0,278055
6,75,5447,1908,0.39,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412444,0,0,0,0,453974,-1,35185015,0,0,0,0,0,278056
7,75,5447,1889,0.44,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
7,75,5447,1905,0.41,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,75,5447,1907,0.61,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,75,5447,1892,0.57,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,75,5447,1893,0.52,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,75,5447,1900,0.48,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
8,75,5447,1894,0.44,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,76,5447,1852,0.48,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,76,5447,1824,0.45,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
5,76,5447,1858,0.41,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,75,5447,1899,0.38,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,75,5447,1913,0.35,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,75,5447,1887,0.32,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,75,5447,1888,0.29,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,75,5447,1918,0.27,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,75,5447,1891,0.25,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
5,76,5447,1866,0.23,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,75,5447,1883,0.21,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,75,5447,1904,0.27,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
5,75,5447,1886,0.25,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,76,5447,1872,0.23,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,75,5447,1900,0.21,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,75,5447,1913,0.19,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,76,5447,1876,0.18,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,76,5447,1881,0.16,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,75,5447,1915,0.15,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
7,75,5447,1884,0.14,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,75,5447,1884,0.13,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,75,5447,1906,0.12,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,75,5447,1891,0.11,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,76,5447,1866,0.1,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,76,5447,1878,0.09,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,75,5447,1887,0.08,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,75,5447,1900,0.32,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
6,76,5447,1873,0.29,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412504,0,0,0,0,453975,-1,35185085,0,0,0,0,0,278057
7,76,5447,1869,0.27,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613412744,0,0,0,0,453979,-1,35185085,0,0,0,0,0,278057
7,75,5447,1887,0.25,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1908,0.23,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
7,75,5447,1920,0.21,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
7,75,5447,1882,0.19,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,76,5447,1880,0.42,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1900,0.54,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
7,75,5447,1901,0.58,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,76,5447,1868,0.53,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,76,5447,1855,0.49,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1886,0.45,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1912,0.41,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
7,75,5447,1925,0.62,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1882,0.57,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1882,0.53,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1901,0.48,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
7,75,5447,1904,0.44,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,76,5447,1872,0.41,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,76,5447,1868,0.38,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1887,0.35,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
5,75,5447,1903,0.4,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1884,0.37,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,76,5447,1879,0.34,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1897,0.31,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
7,75,5447,1912,0.28,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1890,0.26,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1897,0.24,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1893,0.22,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,76,5447,1878,0.2,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1891,0.19,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1892,0.17,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,76,5447,1870,0.16,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,76,5447,1858,0.22,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,76,5447,1870,0.37,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1902,0.34,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1920,0.31,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1901,0.29,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,76,5447,1870,0.26,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,76,5447,1875,0.24,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1896,0.22,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1904,0.2,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,76,5447,1872,0.19,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
5,76,5447,1881,0.17,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1893,0.24,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
5,76,5447,1880,0.22,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,76,5447,1831,0.2,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,76,5447,1855,0.18,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1882,0.17,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1902,0.16,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1915,0.14,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,76,5447,1878,0.13,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,76,5447,1877,0.12,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1896,0.11,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
7,75,5447,1892,0.1,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,76,5447,1850,0.09,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
5,76,5447,1836,0.09,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
7,76,5447,1876,0.08,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1888,0.15,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
7,75,5447,1911,0.14,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,75,5447,1895,0.13,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,76,5447,1864,0.12,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413362,0,0,0,0,453985,-1,35185778,0,0,0,0,0,278063
6,76,5447,1875,0.11,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413908,0,0,0,0,453991,-1,35186413,0,0,0,0,0,278069
7,75,5447,1902,0.1,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413908,0,0,0,0,453991,-1,35186413,0,0,0,0,0,278069
6,75,5447,1896,0.09,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413908,0,0,0,0,453991,-1,35186413,0,0,0,0,0,278069
7,76,5447,1862,0.08,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413908,0,0,0,0,453991,-1,35186413,0,0,0,0,0,278069
6,76,5447,1871,0.08,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413908,0,0,0,0,453991,-1,35186413,0,0,0,0,0,278069
6,75,5447,1891,0.07,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413908,0,0,0,0,453991,-1,35186413,0,0,0,0,0,278069
7,76,5447,1872,0.06,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413908,0,0,0,0,453991,-1,35186413,0,0,0,0,0,278069
6,76,5447,1843,0.06,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413908,0,0,0,0,453991,-1,35186413,0,0,0,0,0,278069
6,76,5447,1851,0.05,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413908,0,0,0,0,453991,-1,35186413,0,0,0,0,0,278069
6,75,5447,1882,0.05,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413908,0,0,0,0,453991,-1,35186413,0,0,0,0,0,278069
6,75,5447,1891,0.05,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413908,0,0,0,0,453991,-1,35186413,0,0,0,0,0,278069
7,76,5447,1869,0.12,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413908,0,0,0,0,453991,-1,35186413,0,0,0,0,0,278069
7,76,5447,1874,0.11,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413908,0,0,0,0,453991,-1,35186413,0,0,0,0,0,278069
6,75,5447,1892,0.1,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413908,0,0,0,0,453991,-1,35186413,0,0,0,0,0,278069
6,75,5447,1891,0.26,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413908,0,0,0,0,453991,-1,35186413,0,0,0,0,0,278069
6,76,5447,1875,0.23,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,613413908,0,0,0,0,453991,-1,35186413,0,0,0,0,0,278069
