CPU,Memory,Committed VM,Free Physical Mem,Load Avg,Total Swap,Free swap,used swap,No of Read,Read Bytes,No of Writes,Write Bytes,Total disk space,Used disk space,Free disk space,File count,Total thread count,Daemon thread count,Peak thread count,Running thread count,Rx-bytes,RX-dropped,Rx-error,Rx-frames,Rx-overruns,Rx-packets,Speed,TX-Bytes,TX-Carrier,TX-Collisions,TX-Dropped,TX-Errors,TX-Overruns,TX-Packets
5,76,5447,1881,1.37,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
7,76,5447,1861,1.58,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1840,1.54,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1850,1.49,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1865,1.45,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1861,1.42,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1841,1.78,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1845,1.72,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1874,1.58,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1871,1.54,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1845,1.49,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1869,1.45,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1844,1.42,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1847,1.3,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
7,76,5447,1858,1.28,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1853,1.34,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1806,1.23,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1816,1.13,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
5,76,5447,1836,1.04,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1852,0.96,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1869,1.12,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1845,1.03,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1809,0.95,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
5,76,5447,1826,0.87,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1845,0.8,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
5,76,5447,1858,0.74,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1849,0.68,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1833,0.86,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
7,76,5447,1848,0.79,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1867,0.73,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
7,76,5447,1879,0.67,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1844,0.62,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1861,0.81,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
7,76,5447,1880,0.74,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1851,0.68,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
5,76,5447,1830,0.63,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1849,0.58,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1866,0.53,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614126336,0,0,0,0,454807,-1,35284197,0,0,0,0,0,278839
6,76,5447,1860,0.49,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
7,76,5447,1824,0.45,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1826,0.41,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1847,0.38,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
5,76,5447,1857,0.51,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1871,0.47,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
7,76,5447,1870,0.43,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1838,0.4,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
7,76,5447,1823,0.36,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1856,0.33,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1873,0.31,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
7,76,5447,1870,0.28,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1829,0.26,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1843,0.24,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1858,0.22,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1878,0.2,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
7,76,5447,1873,0.18,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1833,0.33,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1844,0.3,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1859,0.28,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
7,76,5447,1842,0.26,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1821,0.24,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1815,0.22,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1829,0.2,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
7,76,5447,1852,0.18,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
7,76,5447,1870,0.25,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,75,5447,1884,0.23,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1859,0.21,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
8,76,5447,1848,0.19,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1871,0.18,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1849,0.16,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1850,0.15,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1857,0.14,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1864,0.13,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1821,0.12,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1829,0.11,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1847,0.1,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1865,0.09,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
7,76,5447,1881,0.08,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1856,0.08,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
7,76,5447,1849,0.07,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1878,0.06,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1851,0.14,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1826,0.13,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
7,76,5447,1838,0.12,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
7,76,5447,1859,0.19,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
7,76,5447,1837,0.17,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1816,0.24,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1841,0.22,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1863,0.2,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1874,0.18,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1848,0.17,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1827,0.4,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1842,0.36,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1859,0.34,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
7,76,5447,1876,0.31,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
7,76,5447,1838,0.28,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
6,76,5447,1849,0.26,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
7,76,5447,1862,0.4,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
7,76,5447,1833,0.61,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127014,0,0,0,0,454814,-1,35284960,0,0,0,0,0,278846
7,76,5447,1822,0.56,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1842,0.51,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1870,0.47,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1870,0.43,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1827,0.4,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1814,0.37,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1834,0.58,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1863,0.53,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1826,0.49,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,77,5447,1800,0.45,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1820,0.41,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1838,0.38,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1850,0.35,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1845,0.32,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
7,76,5447,1827,0.38,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1833,0.35,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
7,76,5447,1854,0.32,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1853,0.29,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
7,76,5447,1826,0.43,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1841,0.39,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1835,0.36,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1850,0.33,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1865,0.31,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
7,76,5447,1842,0.28,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1812,0.26,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1826,0.24,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1844,0.22,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
7,76,5447,1862,0.2,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1856,0.18,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1841,0.17,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1843,0.16,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1847,0.14,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
9,77,5447,1801,0.13,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,77,5447,1802,0.12,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1820,0.11,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
7,76,5447,1836,0.1,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1854,0.09,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1852,0.09,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1825,0.08,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
7,76,5447,1814,0.07,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1831,0.07,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1849,0.06,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1864,0.06,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
7,76,5447,1839,0.05,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
7,76,5447,1827,0.05,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1857,0.12,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
7,76,5447,1858,0.11,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
5,76,5447,1831,0.1,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
7,76,5447,1844,0.1,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1865,0.09,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
6,76,5447,1866,0.08,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
7,76,5447,1833,0.07,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
7,76,5447,1837,0.07,959,784,18.25,-1,-1,-1,-1,805408768,65536,805343232,983166,46,23,34,26,614127661,0,0,0,0,454820,-1,35285653,0,0,0,0,0,278852
